p_x,p_y,p_z,v_x,v_y,v_z,r11,r12,r13,r21,r22,r23,r31,r32,r33
2.13798,-0.00714323,0.850115,0.200888,-0.00463649,0.00175336,0.995091,-0.0818284,0.05566,0.0878882,0.989243,-0.116935,-0.0454926,0.121253,0.991579
2.13809,-0.00719008,0.850113,0.201887,-0.00491782,0.00107745,0.995088,-0.0818317,0.0557042,0.0879103,0.989206,-0.117228,-0.04551,0.121549,0.991542
2.1382,-0.00723795,0.850112,0.202886,-0.0052012,0.000401347,0.995086,-0.081835,0.0557483,0.0879324,0.98917,-0.11752,-0.0455273,0.121844,0.991505
2.13832,-0.00728593,0.850109,0.203886,-0.00548577,-0.000274881,0.995083,-0.0818383,0.0557925,0.0879545,0.989133,-0.117812,-0.0455447,0.12214,0.991467
2.13843,-0.00733411,0.850107,0.204911,-0.00578437,-0.000911044,0.99508,-0.0818425,0.0558282,0.0879761,0.989097,-0.118098,-0.0455541,0.122429,0.991431
2.13855,-0.00738255,0.850104,0.205936,-0.0060843,-0.00154734,0.995078,-0.0818466,0.0558639,0.0879977,0.989061,-0.118384,-0.0455634,0.122717,0.991395
2.13866,-0.00743061,0.8501,0.206987,-0.00639732,-0.00213455,0.995076,-0.0818521,0.055887,0.0880187,0.989026,-0.118659,-0.0455612,0.122994,0.991361
2.13877,-0.0074795,0.850097,0.208038,-0.00671214,-0.00272195,0.995075,-0.0818576,0.0559101,0.0880397,0.988991,-0.118935,-0.0455589,0.123271,0.991327
2.13889,-0.00752866,0.850093,0.209089,-0.00702825,-0.00330945,0.995073,-0.0818631,0.0559332,0.0880607,0.988956,-0.11921,-0.0455566,0.123549,0.991292
2.13901,-0.00757806,0.850088,0.210145,-0.00735634,-0.00387833,0.995071,-0.0818696,0.0559481,0.0880814,0.988922,-0.119479,-0.0455466,0.123818,0.991259
2.13912,-0.00762778,0.850084,0.211201,-0.00768574,-0.00444732,0.99507,-0.0818761,0.0559631,0.088102,0.988888,-0.119747,-0.0455367,0.124088,0.991226
2.13924,-0.00767692,0.850079,0.212249,-0.00802182,-0.00500415,0.995069,-0.0818841,0.0559658,0.0881222,0.988855,-0.120005,-0.0455155,0.124345,0.991195
2.13936,-0.007727,0.850073,0.213297,-0.00835973,-0.00556114,0.995068,-0.0818922,0.0559685,0.0881424,0.988821,-0.120263,-0.0454943,0.124603,0.991163
2.13948,-0.00777732,0.850068,0.214344,-0.00869881,-0.00611824,0.995068,-0.0819002,0.0559712,0.0881625,0.988788,-0.120521,-0.045473,0.124861,0.991132
2.1396,-0.00782784,0.850062,0.215378,-0.00904433,-0.00667855,0.995067,-0.0819093,0.0559659,0.0881824,0.988756,-0.120771,-0.0454443,0.125111,0.991101
2.13972,-0.00787866,0.850056,0.216412,-0.00939104,-0.00723896,0.995067,-0.0819184,0.0559606,0.0882023,0.988723,-0.121022,-0.0454156,0.125361,0.991071
2.13984,-0.00792913,0.850049,0.217407,-0.00974031,-0.00782339,0.995067,-0.0819291,0.0559431,0.0882216,0.988692,-0.121262,-0.0453757,0.125599,0.991043
2.13996,-0.00798041,0.850042,0.218401,-0.0100912,-0.00840794,0.995067,-0.0819397,0.0559256,0.088241,0.988661,-0.121501,-0.0453357,0.125837,0.991014
2.14008,-0.00803186,0.850035,0.219396,-0.0104431,-0.00899257,0.995067,-0.0819504,0.0559082,0.0882603,0.98863,-0.121741,-0.0452957,0.126075,0.990986
2.1402,-0.00808356,0.850027,0.22036,-0.010795,-0.00960079,0.995068,-0.081962,0.0558826,0.0882792,0.9886,-0.121974,-0.0452483,0.126305,0.990959
2.14032,-0.00813557,0.850019,0.221324,-0.0111481,-0.0102091,0.995068,-0.0819736,0.055857,0.0882981,0.988569,-0.122206,-0.0452009,0.126536,0.990932
2.14045,-0.00818709,0.850011,0.22223,-0.0114975,-0.0108635,0.995069,-0.0819866,0.0558193,0.0883164,0.98854,-0.122428,-0.0451421,0.126754,0.990906
2.14057,-0.00823959,0.850003,0.223136,-0.0118485,-0.0115181,0.99507,-0.0819996,0.0557815,0.0883346,0.988511,-0.12265,-0.0450834,0.126973,0.990881
2.14069,-0.00829228,0.849994,0.224041,-0.0122005,-0.0121728,0.995071,-0.0820126,0.0557437,0.0883528,0.988482,-0.122872,-0.0450246,0.127191,0.990856
2.14082,-0.00834517,0.849984,0.224909,-0.0125518,-0.0128595,0.995073,-0.0820265,0.0556978,0.0883705,0.988454,-0.123087,-0.0449583,0.127402,0.990832
2.14094,-0.00839821,0.849974,0.225777,-0.012904,-0.0135464,0.995074,-0.0820403,0.0556518,0.0883881,0.988425,-0.123301,-0.044892,0.127613,0.990808
2.14107,-0.00845089,0.849964,0.226589,-0.0132509,-0.0142782,0.995076,-0.0820553,0.0555937,0.0884048,0.988398,-0.123506,-0.0448144,0.127812,0.990785
2.14119,-0.00850439,0.849954,0.2274,-0.0135993,-0.0150101,0.995078,-0.0820703,0.0555355,0.0884214,0.988371,-0.12371,-0.0447367,0.128012,0.990763
2.14132,-0.00855819,0.849943,0.228212,-0.0139486,-0.0157421,0.99508,-0.0820853,0.0554773,0.0884381,0.988344,-0.123914,-0.0446591,0.128211,0.990741
2.14145,-0.0086122,0.849931,0.228992,-0.0142965,-0.0164979,0.995082,-0.082101,0.055411,0.088454,0.988318,-0.124112,-0.044574,0.128403,0.99072
2.14157,-0.00866647,0.849919,0.229772,-0.0146452,-0.0172537,0.995085,-0.0821166,0.0553447,0.0884699,0.988292,-0.124309,-0.0444888,0.128595,0.990699
2.1417,-0.00872037,0.849907,0.230514,-0.0149926,-0.0180348,0.995088,-0.0821332,0.0552665,0.0884846,0.988267,-0.124497,-0.0443927,0.128775,0.99068
2.14183,-0.00877497,0.849895,0.231255,-0.0153413,-0.018816,0.995091,-0.0821497,0.0551883,0.0884993,0.988242,-0.124684,-0.0442966,0.128956,0.99066
2.14196,-0.00882973,0.849881,0.231995,-0.0156907,-0.0195971,0.995094,-0.0821663,0.05511,0.088514,0.988217,-0.124871,-0.0442004,0.129137,0.990641
2.14209,-0.00888477,0.849868,0.232717,-0.0160421,-0.0203869,0.995097,-0.0821834,0.055024,0.0885279,0.988193,-0.125052,-0.0440972,0.12931,0.990623
2.14222,-0.00894012,0.849854,0.233438,-0.0163944,-0.0211767,0.9951,-0.0822004,0.054938,0.0885417,0.988169,-0.125232,-0.0439939,0.129483,0.990605
2.14234,-0.00899514,0.849839,0.23415,-0.0167519,-0.0219589,0.995104,-0.0822182,0.0548408,0.0885543,0.988146,-0.125403,-0.0438804,0.129645,0.990589
2.14247,-0.0090508,0.849825,0.23486,-0.0171105,-0.0227411,0.995108,-0.0822361,0.0547437,0.0885669,0.988123,-0.125573,-0.0437668,0.129807,0.990573
2.1426,-0.00910672,0.849809,0.23557,-0.0174698,-0.0235233,0.995112,-0.0822539,0.0546465,0.0885795,0.9881,-0.125743,-0.0436533,0.129969,0.990557
2.14274,-0.00916288,0.849793,0.236278,-0.0178336,-0.0242928,0.995116,-0.0822722,0.0545422,0.0885912,0.988078,-0.125907,-0.0435333,0.130124,0.990542
2.14287,-0.00921922,0.849777,0.236986,-0.018198,-0.0250623,0.99512,-0.0822904,0.0544379,0.088603,0.988057,-0.12607,-0.0434133,0.130279,0.990527
2.143,-0.0092754,0.849761,0.237705,-0.0185728,-0.0257969,0.995125,-0.0823094,0.0543236,0.0886135,0.988036,-0.126223,-0.0432843,0.130422,0.990513
2.14313,-0.0093321,0.849744,0.238423,-0.0189486,-0.0265314,0.99513,-0.0823284,0.0542093,0.0886241,0.988016,-0.126377,-0.0431553,0.130565,0.9905
2.14326,-0.00938918,0.849726,0.23914,-0.0193251,-0.027266,0.995134,-0.0823474,0.054095,0.0886347,0.987995,-0.12653,-0.0430262,0.130709,0.990487
2.14339,-0.00944638,0.849708,0.239868,-0.0197101,-0.0279721,0.995139,-0.0823668,0.0539745,0.0886445,0.987975,-0.126676,-0.0428916,0.130844,0.990475
2.14353,-0.00950387,0.84969,0.240595,-0.0200958,-0.0286781,0.995144,-0.0823863,0.0538541,0.0886543,0.987956,-0.126822,-0.0427571,0.13098,0.990463
2.14366,-0.00956127,0.849671,0.24134,-0.0204958,-0.0293373,0.99515,-0.0824064,0.0537251,0.0886632,0.987938,-0.126957,-0.042615,0.131104,0.990452
2.14379,-0.00961929,0.849652,0.242085,-0.0208968,-0.0299966,0.995155,-0.0824266,0.0535961,0.0886721,0.98792,-0.127092,-0.0424729,0.131228,0.990442
2.14393,-0.00967738,0.849633,0.242829,-0.0212983,-0.0306558,0.99516,-0.0824468,0.0534671,0.088681,0.987901,-0.127227,-0.0423308,0.131353,0.990432
2.14406,-0.00973589,0.849613,0.243583,-0.0217105,-0.0312844,0.995166,-0.0824675,0.0533329,0.0886893,0.987884,-0.127354,-0.0421841,0.131469,0.990422
2.14419,-0.00979463,0.849593,0.244337,-0.0221233,-0.031913,0.995171,-0.0824883,0.0531988,0.0886976,0.987867,-0.127482,-0.0420375,0.131585,0.990413
2.14433,-0.00985309,0.849572,0.245103,-0.02255,-0.0325003,0.995177,-0.0825098,0.0530576,0.0887053,0.987851,-0.127598,-0.0418849,0.13169,0.990406
2.14447,-0.00991227,0.849551,0.245869,-0.0229776,-0.0330875,0.995183,-0.0825313,0.0529164,0.088713,0.987835,-0.127715,-0.0417323,0.131794,0.990398
2.1446,-0.00997156,0.84953,0.246633,-0.0234057,-0.0336748,0.995188,-0.0825529,0.0527753,0.0887206,0.98782,-0.127831,-0.0415796,0.131898,0.990391
2.14474,-0.0100312,0.849508,0.247402,-0.0238444,-0.0342401,0.995194,-0.082575,0.0526299,0.0887279,0.987805,-0.12794,-0.0414235,0.131995,0.990385
2.14487,-0.0100911,0.849486,0.248169,-0.0242835,-0.0348054,0.9952,-0.0825971,0.0524845,0.0887351,0.98779,-0.128048,-0.0412673,0.132091,0.990378
2.14501,-0.0101507,0.849464,0.248927,-0.0247333,-0.0353525,0.995206,-0.0826201,0.0523334,0.0887419,0.987777,-0.128145,-0.0411064,0.132175,0.990374
2.14515,-0.0102111,0.849441,0.249684,-0.0251839,-0.0358997,0.995212,-0.082643,0.0521822,0.0887487,0.987764,-0.128242,-0.0409454,0.132259,0.990369
2.14528,-0.0102716,0.849418,0.25044,-0.0256349,-0.0364468,0.995218,-0.082666,0.0520311,0.0887554,0.987751,-0.128339,-0.0407845,0.132343,0.990365
2.14542,-0.0103323,0.849395,0.251178,-0.0260908,-0.0369946,0.995224,-0.0826895,0.0518764,0.0887619,0.987739,-0.128428,-0.0406207,0.132419,0.990361
2.14556,-0.0103933,0.849372,0.251915,-0.0265473,-0.0375424,0.99523,-0.082713,0.0517218,0.0887683,0.987727,-0.128516,-0.040457,0.132495,0.990358
2.1457,-0.0104542,0.849348,0.252616,-0.0270098,-0.0381035,0.995237,-0.0827373,0.0515623,0.0887744,0.987716,-0.128593,-0.0402894,0.132558,0.990356
2.14584,-0.0105156,0.849323,0.253315,-0.0274729,-0.0386645,0.995243,-0.0827616,0.0514027,0.0887804,0.987705,-0.12867,-0.0401218,0.132622,0.990354
2.14598,-0.0105773,0.849299,0.254014,-0.0279364,-0.0392255,0.995249,-0.0827859,0.0512432,0.0887864,0.987695,-0.128747,-0.0399542,0.132685,0.990353
2.14612,-0.0106392,0.849274,0.254678,-0.0284032,-0.0398065,0.995255,-0.0828106,0.0510806,0.0887921,0.987685,-0.128816,-0.0397842,0.132741,0.990352
2.14626,-0.0107013,0.849249,0.255342,-0.0288702,-0.0403875,0.995262,-0.0828353,0.050918,0.0887978,0.987676,-0.128885,-0.0396142,0.132796,0.990351
2.1464,-0.0107633,0.849223,0.255947,-0.0293387,-0.0410082,0.995268,-0.0828606,0.050751,0.088803,0.987668,-0.128943,-0.0394409,0.132839,0.990353
2.14654,-0.0108259,0.849197,0.25655,-0.0298077,-0.0416289,0.995274,-0.0828859,0.050584,0.0888081,0.98766,-0.129,-0.0392675,0.132882,0.990354
2.14668,-0.0108887,0.849171,0.257152,-0.0302769,-0.0422496,0.995281,-0.0829113,0.050417,0.0888133,0.987652,-0.129057,-0.0390941,0.132926,0.990355
2.14682,-0.0109517,0.849144,0.257714,-0.0307448,-0.0428993,0.995287,-0.0829369,0.0502471,0.088818,0.987645,-0.129106,-0.0389186,0.132961,0.990357
2.14696,-0.0110149,0.849117,0.258275,-0.0312128,-0.043549,0.995294,-0.0829625,0.0500772,0.0888227,0.987638,-0.129156,-0.0387431,0.132996,0.990359
2.1471,-0.0110781,0.84909,0.258768,-0.0316789,-0.0442487,0.9953,-0.0829883,0.0499031,0.0888266,0.987633,-0.129194,-0.0385644,0.133019,0.990363
2.14724,-0.0111417,0.849062,0.25926,-0.0321453,-0.0449483,0.995307,-0.0830142,0.049729,0.0888306,0.987628,-0.129231,-0.0383857,0.133042,0.990367
2.14738,-0.0112054,0.849034,0.259751,-0.0326118,-0.0456479,0.995313,-0.0830401,0.0495549,0.0888345,0.987622,-0.129269,-0.038207,0.133066,0.990371
2.14753,-0.0112695,0.849005,0.260198,-0.0330795,-0.0463792,0.99532,-0.0830661,0.049378,0.0888379,0.987618,-0.1293,-0.0380262,0.133081,0.990375
2.14767,-0.0113338,0.848976,0.260644,-0.0335473,-0.0471105,0.995327,-0.0830921,0.0492012,0.0888413,0.987614,-0.12933,-0.0378455,0.133096,0.99038
2.14781,-0.011398,0.848947,0.26103,-0.0340129,-0.0478832,0.995333,-0.0831181,0.0490203,0.0888436,0.987611,-0.129349,-0.0376617,0.1331,0.990387
2.14795,-0.0114626,0.848917,0.261415,-0.0344787,-0.0486559,0.99534,-0.0831441,0.0488393,0.088846,0.987608,-0.129368,-0.037478,0.133104,0.990393
2.1481,-0.0115274,0.848886,0.261799,-0.0349446,-0.0494285,0.995347,-0.08317,0.0486584,0.0888484,0.987606,-0.129387,-0.0372942,0.133108,0.9904
2.14824,-0.0115922,0.848856,0.262147,-0.0354109,-0.0502229,0.995354,-0.0831959,0.0484749,0.08885,0.987604,-0.129398,-0.0371086,0.133104,0.990407
2.14838,-0.0116573,0.848825,0.262493,-0.0358773,-0.0510173,0.99536,-0.0832218,0.0482913,0.0888517,0.987602,-0.12941,-0.0369229,0.1331,0.990415
2.14853,-0.0117225,0.848793,0.262799,-0.0363465,-0.0518302,0.995367,-0.0832475,0.0481042,0.0888522,0.987602,-0.12941,-0.0367347,0.133085,0.990424
2.14867,-0.0117879,0.848761,0.263103,-0.0368157,-0.052643,0.995374,-0.0832731,0.047917,0.0888527,0.987602,-0.129411,-0.0365464,0.13307,0.990433
2.14881,-0.0118537,0.848728,0.263407,-0.0372851,-0.0534558,0.995381,-0.0832988,0.0477298,0.0888532,0.987602,-0.129412,-0.0363582,0.133055,0.990442
2.14896,-0.0119195,0.848695,0.263694,-0.0377564,-0.0542689,0.995388,-0.0833242,0.0475403,0.088853,0.987603,-0.129405,-0.0361684,0.133032,0.990452
2.1491,-0.0119857,0.848662,0.26398,-0.0382277,-0.055082,0.995395,-0.0833496,0.0473508,0.0888527,0.987604,-0.129398,-0.0359786,0.133009,0.990462
2.14924,-0.0120517,0.848628,0.264254,-0.0387064,-0.0558818,0.995402,-0.0833747,0.0471584,0.0888513,0.987606,-0.12938,-0.0357869,0.132975,0.990473
2.14939,-0.0121181,0.848594,0.264527,-0.0391851,-0.0566815,0.995409,-0.0833998,0.046966,0.0888499,0.987609,-0.129362,-0.0355952,0.132941,0.990485
2.14953,-0.0121846,0.848559,0.264799,-0.0396637,-0.0574812,0.995416,-0.0834248,0.0467735,0.0888485,0.987611,-0.129345,-0.0354035,0.132907,0.990496
2.14967,-0.0122514,0.848524,0.265068,-0.0401472,-0.0582658,0.995423,-0.0834497,0.0465794,0.0888464,0.987615,-0.129319,-0.0352108,0.132866,0.990508
2.14982,-0.0123184,0.848489,0.265336,-0.0406305,-0.0590504,0.99543,-0.0834745,0.0463852,0.0888443,0.987618,-0.129294,-0.0350181,0.132824,0.990521
2.14996,-0.0123855,0.848453,0.265609,-0.0411241,-0.0598022,0.995437,-0.0834989,0.0461891,0.0888412,0.987623,-0.129258,-0.0348246,0.132771,0.990535
2.15011,-0.0124526,0.848416,0.26588,-0.0416173,-0.060554,0.995444,-0.0835234,0.0459929,0.0888381,0.987628,-0.129221,-0.0346309,0.132718,0.990549
2.15025,-0.0125201,0.848379,0.26615,-0.0421104,-0.0613057,0.995451,-0.0835478,0.0457968,0.088835,0.987633,-0.129185,-0.0344373,0.132665,0.990562
2.1504,-0.0125877,0.848342,0.266432,-0.0426104,-0.0620276,0.995458,-0.083572,0.0455996,0.0888313,0.987639,-0.129141,-0.0342434,0.132605,0.990577
2.15054,-0.0126555,0.848305,0.266714,-0.0431101,-0.0627495,0.995465,-0.0835962,0.0454025,0.0888276,0.987646,-0.129097,-0.0340495,0.132544,0.990592
2.15069,-0.0127235,0.848267,0.267011,-0.0436191,-0.0634299,0.995472,-0.0836202,0.0452044,0.0888232,0.987653,-0.129041,-0.0338559,0.132472,0.990608
2.15083,-0.0127915,0.848228,0.267307,-0.0441277,-0.0641102,0.995479,-0.0836441,0.0450064,0.0888188,0.987661,-0.128986,-0.0336622,0.1324,0.990625
2.15098,-0.0128597,0.84819,0.267602,-0.044636,-0.0647905,0.995486,-0.0836681,0.0448083,0.0888144,0.987668,-0.12893,-0.0334685,0.132328,0.990641
2.15112,-0.0129283,0.848151,0.267904,-0.0451503,-0.0654477,0.995493,-0.0836919,0.0446101,0.0888096,0.987677,-0.128867,-0.0332752,0.132248,0.990658
2.15127,-0.012997,0.848111,0.268205,-0.0456641,-0.0661049,0.9955,-0.0837156,0.0444118,0.0888048,0.987686,-0.128803,-0.033082,0.132168,0.990675
2.15141,-0.0130659,0.848071,0.268515,-0.0461866,-0.0667312,0.995506,-0.0837392,0.0442137,0.0887995,0.987696,-0.128728,-0.0328901,0.132076,0.990694
2.15156,-0.013135,0.848031,0.268823,-0.0467086,-0.0673573,0.995513,-0.0837628,0.0440156,0.0887943,0.987706,-0.128653,-0.0326982,0.131984,0.990712
2.1517,-0.0132041,0.847991,0.269131,-0.0472302,-0.0679834,0.99552,-0.0837864,0.0438175,0.088789,0.987717,-0.128578,-0.0325062,0.131892,0.990731
2.15185,-0.0132735,0.84795,0.26944,-0.0477553,-0.0685954,0.995527,-0.0838099,0.0436198,0.0887835,0.987728,-0.128495,-0.0323154,0.131793,0.99075
2.15199,-0.0133431,0.847909,0.269749,-0.04828,-0.0692073,0.995533,-0.0838334,0.0434221,0.088778,0.987739,-0.128412,-0.0321245,0.131693,0.99077
2.15214,-0.0134129,0.847867,0.270051,-0.048808,-0.0698131,0.99554,-0.0838568,0.0432255,0.0887722,0.987752,-0.128317,-0.0319358,0.131582,0.990791
2.15228,-0.0134827,0.847825,0.270351,-0.0493354,-0.0704188,0.995546,-0.0838802,0.0430288,0.0887665,0.987765,-0.128222,-0.0317471,0.13147,0.990812
2.15243,-0.0135527,0.847783,0.27065,-0.0498622,-0.0710243,0.995553,-0.0839036,0.0428321,0.0887608,0.987778,-0.128127,-0.0315583,0.131359,0.990832
2.15258,-0.013623,0.847741,0.27094,-0.0503885,-0.0716324,0.995559,-0.0839269,0.0426362,0.0887549,0.987792,-0.128024,-0.0313711,0.131239,0.990854
2.15272,-0.0136933,0.847698,0.271229,-0.0509141,-0.0722404,0.995566,-0.0839502,0.0424404,0.088749,0.987806,-0.12792,-0.0311839,0.13112,0.990876
2.15287,-0.0137642,0.847655,0.27149,-0.0514407,-0.0728687,0.995572,-0.0839734,0.0422461,0.0887429,0.987821,-0.127806,-0.0309993,0.130989,0.990899
2.15302,-0.0138347,0.847612,0.27175,-0.0519662,-0.0734968,0.995578,-0.0839966,0.0420517,0.0887369,0.987836,-0.127691,-0.0308146,0.130858,0.990922
2.15316,-0.0139055,0.847568,0.272008,-0.0524912,-0.0741249,0.995585,-0.0840198,0.0418573,0.0887309,0.987852,-0.127576,-0.0306299,0.130727,0.990945
2.15331,-0.0139764,0.847524,0.272238,-0.0530107,-0.0747769,0.995591,-0.0840429,0.0416639,0.0887247,0.987868,-0.127453,-0.030447,0.130588,0.990969
2.15345,-0.0140475,0.847479,0.272468,-0.0535295,-0.0754287,0.995597,-0.0840659,0.0414706,0.0887186,0.987885,-0.12733,-0.030264,0.130449,0.990993
2.1536,-0.0141191,0.847434,0.272659,-0.0540442,-0.076118,0.995603,-0.0840889,0.0412789,0.0887122,0.987902,-0.127196,-0.0300838,0.130299,0.991018
2.15375,-0.0141905,0.847389,0.272848,-0.0545579,-0.0768071,0.995609,-0.0841117,0.0410872,0.0887058,0.98792,-0.127062,-0.0299035,0.130148,0.991043
2.1539,-0.014262,0.847344,0.273037,-0.0550709,-0.0774961,0.995615,-0.0841346,0.0408955,0.0886995,0.987938,-0.126927,-0.0297232,0.129998,0.991069
2.15404,-0.0143336,0.847298,0.273195,-0.0555784,-0.0782148,0.995621,-0.0841573,0.0407048,0.088693,0.987957,-0.126785,-0.0295447,0.12984,0.991095
2.15419,-0.0144055,0.847252,0.273353,-0.0560853,-0.0789333,0.995627,-0.08418,0.0405142,0.0886865,0.987976,-0.126643,-0.0293662,0.129683,0.991121
2.15434,-0.0144778,0.847205,0.273466,-0.0565842,-0.0796957,0.995632,-0.0842024,0.0403252,0.0886797,0.987996,-0.12649,-0.0291903,0.129514,0.991148
2.15448,-0.0145498,0.847158,0.273578,-0.0570818,-0.0804579,0.995638,-0.0842248,0.0401361,0.0886729,0.988016,-0.126337,-0.0290144,0.129345,0.991175
2.15463,-0.0146219,0.84711,0.273689,-0.0575788,-0.0812201,0.995644,-0.0842471,0.0399471,0.0886662,0.988036,-0.126184,-0.0288385,0.129176,0.991202
2.15478,-0.014694,0.847063,0.273769,-0.0580678,-0.0820106,0.995649,-0.0842693,0.0397591,0.0886592,0.988057,-0.126024,-0.0286643,0.129,0.99123
2.15492,-0.0147664,0.847014,0.273849,-0.0585563,-0.0828011,0.995655,-0.0842913,0.0395711,0.0886522,0.988079,-0.125863,-0.0284901,0.128824,0.991258
2.15507,-0.0148393,0.846966,0.273894,-0.0590396,-0.0836231,0.995661,-0.084313,0.0393847,0.0886448,0.988101,-0.125692,-0.0283186,0.128638,0.991287
2.15522,-0.0149118,0.846917,0.273937,-0.0595215,-0.084445,0.995666,-0.0843347,0.0391983,0.0886374,0.988123,-0.125521,-0.028147,0.128451,0.991316
2.15537,-0.0149844,0.846867,0.27398,-0.0600027,-0.0852668,0.995672,-0.0843563,0.0390119,0.0886301,0.988146,-0.12535,-0.0279754,0.128265,0.991345
2.15551,-0.0150571,0.846817,0.274006,-0.0604789,-0.0861004,0.995677,-0.0843776,0.0388266,0.0886225,0.988169,-0.125172,-0.0278056,0.128071,0.991375
2.15566,-0.0151299,0.846767,0.274032,-0.0609542,-0.0869339,0.995683,-0.0843989,0.0386413,0.0886149,0.988192,-0.124993,-0.0276357,0.127878,0.991405
2.15581,-0.0152031,0.846716,0.274041,-0.0614263,-0.087777,0.995688,-0.0844198,0.0384578,0.0886068,0.988217,-0.124805,-0.0274686,0.127674,0.991436
2.15595,-0.0152759,0.846665,0.274048,-0.061897,-0.0886199,0.995693,-0.0844406,0.0382742,0.0885988,0.988241,-0.124616,-0.0273015,0.12747,0.991467
2.1561,-0.0153489,0.846614,0.274055,-0.0623668,-0.0894627,0.995698,-0.0844613,0.0380907,0.0885909,0.988266,-0.124427,-0.0271344,0.127267,0.991497
2.15625,-0.0154218,0.846562,0.27406,-0.0628328,-0.0903001,0.995704,-0.0844818,0.0379084,0.0885826,0.988291,-0.124232,-0.0269692,0.127056,0.991529
2.15639,-0.015495,0.846509,0.274063,-0.063298,-0.0911375,0.995709,-0.0845022,0.0377261,0.0885744,0.988317,-0.124036,-0.026804,0.126845,0.99156
2.15654,-0.0155687,0.846456,0.27407,-0.0637633,-0.0919582,0.995714,-0.0845221,0.0375461,0.0885658,0.988343,-0.12383,-0.026642,0.126625,0.991593
2.15669,-0.015642,0.846403,0.274076,-0.0642271,-0.0927786,0.995719,-0.084542,0.037366,0.0885573,0.98837,-0.123625,-0.0264799,0.126404,0.991625
2.15684,-0.0157153,0.846349,0.274081,-0.06469,-0.0935989,0.995724,-0.0845619,0.0371859,0.0885487,0.988396,-0.123419,-0.0263179,0.126184,0.991658
2.15698,-0.0157886,0.846295,0.274095,-0.0651515,-0.0943992,0.995729,-0.0845815,0.0370074,0.08854,0.988423,-0.123206,-0.0261581,0.125956,0.991691
2.15713,-0.0158621,0.846241,0.274109,-0.0656121,-0.0951994,0.995734,-0.084601,0.0368289,0.0885313,0.988451,-0.122993,-0.0259982,0.125729,0.991724
2.15728,-0.0159361,0.846186,0.274141,-0.0660734,-0.095964,0.995739,-0.0846202,0.0366533,0.0885224,0.988479,-0.12277,-0.0258421,0.125492,0.991758
2.15742,-0.0160096,0.846131,0.274171,-0.0665331,-0.0967285,0.995744,-0.0846393,0.0364776,0.0885136,0.988508,-0.122548,-0.025686,0.125255,0.991792
2.15757,-0.0160832,0.846075,0.274202,-0.0669917,-0.0974928,0.995749,-0.0846584,0.0363019,0.0885047,0.988536,-0.122325,-0.0255299,0.125017,0.991826
2.15772,-0.0161567,0.846019,0.274246,-0.0674518,-0.0982301,0.995753,-0.0846772,0.0361282,0.0884958,0.988565,-0.122095,-0.0253765,0.124774,0.991861
2.15786,-0.0162302,0.845963,0.274289,-0.0679106,-0.0989672,0.995758,-0.084696,0.0359546,0.088487,0.988594,-0.121865,-0.025223,0.12453,0.991895
2.15801,-0.0163046,0.845906,0.274356,-0.0683703,-0.0996631,0.995762,-0.0847145,0.0357843,0.0884781,0.988625,-0.121625,-0.0250739,0.124276,0.991931
2.15816,-0.0163782,0.845849,0.274422,-0.0688279,-0.100359,0.995767,-0.084733,0.0356141,0.0884692,0.988655,-0.121385,-0.0249248,0.124022,0.991966
2.1583,-0.016452,0.845792,0.274486,-0.0692845,-0.101054,0.995772,-0.0847514,0.0354439,0.0884604,0.988685,-0.121145,-0.0247756,0.123768,0.992002
2.15845,-0.0165258,0.845734,0.274563,-0.0697399,-0.101724,0.995776,-0.0847697,0.0352761,0.0884516,0.988716,-0.120898,-0.0246295,0.123508,0.992038
2.15859,-0.0165997,0.845676,0.274639,-0.070194,-0.102394,0.99578,-0.0847879,0.0351083,0.0884429,0.988747,-0.120651,-0.0244835,0.123247,0.992074
2.15874,-0.0166742,0.845617,0.274731,-0.0706471,-0.103034,0.995785,-0.0848059,0.0349445,0.0884342,0.988779,-0.120394,-0.0243422,0.122977,0.992111
2.15889,-0.0167481,0.845559,0.274822,-0.0710983,-0.103673,0.995789,-0.0848239,0.0347806,0.0884257,0.988811,-0.120137,-0.024201,0.122707,0.992148
2.15904,-0.016822,0.8455,0.274912,-0.0715482,-0.104312,0.995793,-0.0848418,0.0346168,0.0884171,0.988843,-0.11988,-0.0240597,0.122436,0.992185
2.15918,-0.0168958,0.845441,0.275008,-0.0719939,-0.104935,0.995797,-0.0848596,0.0344557,0.0884087,0.988876,-0.119616,-0.0239218,0.12216,0.992222
2.15933,-0.0169696,0.845381,0.275104,-0.0724383,-0.105559,0.995801,-0.0848774,0.0342945,0.0884003,0.988909,-0.119352,-0.0237838,0.121883,0.992259
2.15948,-0.0170443,0.845321,0.274865,-0.0733784,-0.106326,0.995805,-0.0848951,0.0341397,0.0883925,0.988942,-0.119079,-0.023653,0.121597,0.992298
2.15962,-0.0171184,0.845261,0.274625,-0.0743165,-0.107093,0.995809,-0.0849127,0.0339849,0.0883846,0.988976,-0.118805,-0.0235221,0.121311,0.992336
2.15977,-0.0171928,0.8452,0.274384,-0.0752532,-0.107859,0.995812,-0.0849302,0.03383,0.0883768,0.989009,-0.118532,-0.0233913,0.121025,0.992374
